question,optionA,optionB,optionC,optionD,language,category,language2
"客戶建置了一個Amazon VPC,其使用一個私有子網和一個使用NAT網關的公共子網設置。另外該VPC包含了一組Amazon EC2執行個體。所有執行個體將在啟動時進行環境配置,配置方法是從Amazon S3存儲桶中下載啟動腳本,目前該存儲桶僅允許從客戶的Amazon EC2執行個體進行訪問,然後通過GIT部署應用程序。已要求Solutions Architect設計一種解決方案,該解決方案必須提供與Amazon EC2執行個體進行網絡連接時,是以最高安全級別進行。架構師應如何設計基礎架構?",(A) 將Amazon EC2執行個體放置在沒有EIP的公共子網中; 通過網際網路閘道路由傳出流量,"(B) 將Amazon EC2執行個體放置在公共子網中,並分配EIP; 通過NAT閘道路由傳出流量","(C) 將Amazon EC2執行個體放置在私有子網中,並分配EIP; 通過網際網路閘道路由傳出流量",(D) 將Amazon EC2執行個體放置在沒有EIP的私有子網中; 通過NAT閘道路由傳出流量,cht,SAA,cht
"解決方案架構師必須為一個Web服務應用,選擇一個最具成本效益的體系結構。這些Web會對DynamoDB表進行小量查詢。請求速率範圍從零到每秒幾百,沒有任何可預測的模式。此服務最具成本效益的體系結構是什麼?",(A) Network Load Balancer/Amazon EC2,(B) Application Load Balancer/Amazon ECS,(C) API Gateway/AWS Lambda,(D) AWS Elastic Beanstalk/AWS Lambda,cht,SAA,cht
"一家公司基於Amazon S3,去開發數據湖解決方案,要用來分析大規模數據集。該解決方案很少操作SQL查詢。因此,該公司希望將基礎架構成本降至最低。應使用哪種AWS服務來滿足這些要求?",(A) Amazon Athena,(B) Amazon Redshift Spectrum,(C) Amazon RDS for PostgreSQL,(D) Amazon Aurora,cht,SAA,cht
"由於用戶數量增加,社交網絡應用遇到了延遲和吞吐量問題。該應用程序服務器經常向Amazon RDS數據庫,取用非常大量的數據,這在數據庫上造成了性能瓶頸。應該使用下列哪種AWS服務來提高性能?",(A) Auto Scaling,(B) Amazon SQS,(C) Amazon ElastiCache,(D) ELB Application Load Balancer,cht,SAA,cht
"公司託管一個流行的Web應用程序。該Web應用程序連接到在VPC私有網段中運行的數據庫。 用戶必須透過SSL的方式連結Web服務器。只有Web服務器能夠訪問RDS MySQL數據庫服務器。在不影響正在運行的應用程序的情況下,架構師應如何設計滿足要求的解決方案?","(A) 在Web服務器的子網上創建網絡ACL,並允許HTTPS傳入和MySQL傳出。將數據庫服務器和Web服務器都放在同一子網中。","(B) 在Web服務器的安全組上打開一個HTTPS端口,並將來源設置為0.0.0.0/0。打開資料庫的安全組上的MySQL端口,並將其附加到MySQL執行個體。將來源設置為Web服務器安全組。","(C) 在Web服務器的子網上創建網路ACL,允許HTTPS入站,並將來源指定為0.0.0.0/0。在數據庫子網上創建網路ACL,允許Web服務器傳入MySQL端口,並拒絕所有出站流量。","(D) 打開Web服務器安全組上的MySQL端口,並將來源設置為0.0.0.0/0。打開數據庫安全組上的HTTPS端口,並將其附加到MySQL執行個體,將來源設置為Web服務器安全組。",cht,SAA,cht
"一家公司擁有由Amazon RDS管理的在線事務處理系統,該系統的讀寫操作非常繁瑣。解決方案架構師注意到系統的吞吐量問題。如何改善主數據庫的響應能力?","(A) 為standby使用異步複寫,以最大化在需求高峰期間的輸送量。","(B) 將可接受舊數據的SELECT查詢,分流到READ副本中。",(C) 將SELECT和UPDATE查詢分流到READ副本。,"(D) 將需要最新數據的SELECT查詢,分流到READ副本。",cht,SAA,cht
您有五個CloudFormation模板;每個模板用於不同的應用程序體系結構。您的部落格應用程序和遊戲應用程序之間的架構不同。什麼因素決定了使用CloudFormation模板的成本?,(A) 使用Cloud Formation構建架構所需的時間。,"(B) Cloud Formation沒有任何額外成本,但是您需要為其建立的基礎資源付費。",(C) 每個模板每月0.10 $,(D) 每個模板每月0.14 $,cht,SAA,cht
"有一個企業想要使用第三方的軟體服務,該軟體服務需要透過一些API指令去查詢企業AWS帳號內EC2的相關資訊。該企業的內部安全管理要求任何從外部來的存取要求都需要以最小權限方式進行,並且操作所使用的憑證必須受管,第三方軟體服務不得拿此憑證給其他的第三方做使用。下列選項哪一個符合上述的需求?","(A) 從AWS管理控制台中,導航到“安全憑證”頁面,並檢索您帳戶的存取和秘密金鑰。","(B) 在企業帳戶中創建IAM用戶,將用戶政策指定給IAM用戶,該政策僅允許按需即用軟體所需的操作,為用戶創建新的存取和秘密金鑰,並將這些憑據提供給按需即用軟體提供者。","(C) 創建一個可以讓第三方軟題服務提供者調用的IAM角色,此角色能用於跨帳號存取,並協派一個第三方應用所需行為的政策給此角色","(D) 為EC2執行個體創建IAM角色,為其分配僅允許按需即用軟體正常工作所需操作的政策,在啟動其應用程序執行個體時,將ARM角色提供給按需即用軟體提供者。",cht,SAA,cht
"應用程序調用由供應商運行的服務。供應商根據呼叫次數收費。財務部門需要知道對服務進行的呼叫次數,以驗證對帳單。解決方案架構師如何設計系統以求能夠持久存儲呼叫數量,而無需更改應用程序?",(A) 透過網際網路閘道呼叫服務,(B) 使用Amazon SQS隊列將應用程序與服務解耦,"(C) 發布自定義Amazon Cloud Watch指標,來計算調用服務的次數",(D) 通過VPC對等連接呼叫服務,cht,SAA,cht
"一家公司正在將高可用且兩層式的Web應用程序部署到AWS。哪項服務可為靜態內容提供持久存儲,並降低Web層的CPU資源使用?",(A) Amazon S3,(B) Amazon EBS磁碟區,(C) Amazon RDS 執行個體,(D) Amazon EC2執行個體存放區,cht,SAA,cht
"解決方案架構師正在構建一個多層網站。 Web服務器將位於公共子網中,而數據庫服務器位於私有子網中。用戶只能從Internet訪問Web服務器,而數據庫服務器必須能夠連線至internet進行軟件更新。下列哪種解決方案符合要求?",(A) 為數據庫執行個體分配彈性IP地址。,(B) 允許通過網路ACL在私有子網上進行Internet通信。,(C) 使用NAT閘道。,(D) 使用僅出口網際網路閘道。,cht,SAA,cht
"解決方案架構師正在創建一個在Amazon VPC中運行的應用程序,該應用程序需要訪問AWS Systems Manager參數存儲。但現行的網絡安全規則(Security Group),禁止任何目的地為0.0.0.0/0的條目。想請教如何在滿足要求的同時,新增哪些AWS服務,能讓該程序允許訪問AWS服務?",(A) VPC peering,(B) NAT instance,(C) NAT gateway,(D) AWS Private Link,cht,SAA,cht
"客戶端應用程序需要對關係數據庫服務器上的作業系統做操作。以下哪一個方案,是針對此情境的高可用性數據庫架構的適當配置?",(A) 一個獨立的Amazon EC2執行個體,(B) 多可用區配置中的Amazon RDS,(C) 使用單個可用區複寫配置的Amazon EC2執行個體,"(D) 在兩個可用區域內各配置EC2,並在兩者之間使用複寫設定。",cht,SAA,cht
"一家公司正在評估Amazon S3作為其每日分析師報告的數據存儲解決方案。該公司對靜態數據的安全性有嚴格的要求。具體而言,CISO要求使用信封加密,並具有使用信封密鑰的單獨權限,加密密鑰的自動輪換以及對加密密鑰的使用時間和使用人的可見性。解決方案架構師應採取哪些步驟來滿足CISO要求的安全要求?","(A) 創建一個Amazon S3儲存貯體來存儲報告,並使用帶有客戶提供密鑰的服務器端加密(SSE-C)。","(B) 創建一個Amazon S3儲存貯體來存儲報告,並使用帶有Amazon S3-受管金鑰(SSE-S3)的伺服器端加密。","(C) 創建一個Amazon S3儲存貯體來存儲報告,並使用帶有AWS KMS託管密鑰(SSE-KMS)的伺服器端加密。","(D) 創建一個Amazon S3儲存貯體來存儲報告,啟用Amazon s3版本控制,並利用Amazon S3-受管金鑰,使用伺服器端加密(SSE-S3)。",cht,SAA,cht
"默認情況下,所有Amazon EC2執行個體在啟動時都會默認分配兩個IP地址,其中一個只能從Amazon EC2的網絡中進行訪問?",(A) 多個IP地址,(B) 公用IP地址,(C) 私有IP地址,(D) 彈性IP地址,cht,SAA,cht
"你有一台使用EBS作為資料存儲的EC2執行個體,現在想要讓資料可以在另外的區域作使用,請問應該選用下列何種方法讓存放在EBS內的資料能夠被其他Region內的EC2 執行個體取用?","(A) 分離Amazon EBS 磁碟區,並將其附加到新啟動的Amazon EC2執行個體","(B) 快照Amazon EBS磁碟區,並將其複製到其他區域。 從快照創建一個新的Amazon EBS 磁碟區,並將其附加到新啟動的Amazon EC2執行個體","(C) 將Amazon EBS 磁碟區複製到另一個區域,用其創建一個新的Amazon EBS 磁碟區,然後將其附加到新啟動的Amazon EC2執行個體","(D) 使用AWS Import / Export將Amazon EBS 磁碟區複製到另一個區域,並將其附加到新啟動的執行個體",cht,SAA,cht
有一個應用程序需要按順序發送和接收消息。交易量絕不會超過每秒300筆交易。應該使用哪種服務?,(A) Amazon SQS,(B) Amazon SNS,(C) Amazon ECS,(D) AWS STS,cht,SAA,cht
"關於VPC,每個區域允許的默認虛擬專用網關最大數量是多少?",(A) 10,(B) 15,(C) 5,(D) 1,cht,SAA,cht
"一家公司計劃使用Amazon GuardDuty檢測意外和潛在的惡意活動。並且希望在發現問題時自動進行補救時,能使用Amazon CloudWatch來確保,應使用哪種CloudWatch功能來觸發AWS Lambda函數以執行補救?",(A) 事件,(B) 儀表板,(C) 指標,(D) 警報,cht,SAA,cht
"有一個提供科學文章的手機應用,將文章存放在S3桶子內。存放超過三十天的文章,鮮少有人閱讀。超過六十天的文章,該手機應用則不會再拿來使用了。但該應用的負責人仍希望能夠作為歷史用途去保存起來。下列哪一個方案的執行成本相對有效率,且能夠滿足需求?",(A) 創建Lambda函數以將30天以上的文件移動到Amazon EBS並將60天以上的文件移動到Amazon Glacier。,(B) 創建Lambda函數以將30天以上的文件移動到Amazon Glacier並將60天以上的文件移動到Amazon EBS。,"(C) 創建生命週期規則以將30天以上的文件移動到Amazon S3標準不常存取,並將60天以上的文件移動到Amazon Glacier。","(D) 創建生命週期規則以將30天以上的文件移至Amazon Glacier,並將60天以上的文件移至Amazon S3 標準不常存取。",cht,SAA,cht
"你的網站提供了一個隨需訓練影片服務給員工。在每個月,影片會以高解析度的MP4格式上傳,而你的員工們遍佈世界各地,且是透過公司派發的平板以HLS(HTTP Live Streaming)協定觀看影片。而你們公司並沒有影片轉碼的專家,而這件事情使你們需要請一個專門的顧問。
請在考量成本有效率使用,且能提供高可用性與高品質影片的前提下,設計且實做出一個架構。","(A) Elastic Transcoder將原始的高分辨率MP4視頻轉碼為HLS,S3通過生命週期管理來管控視頻,並在幾天後將原始文件存檔到Glacier。CloudFront會以S3的HLS轉碼視頻提供服務。","(B) 在EC2上運行的視頻轉碼管道,使用SQS分發任務,並使用Auto Scaling根據隊列的長度調整節點數,S3使用生命週期管理的視頻,並在幾天後將所有文件存檔到Glacier,CloudFront使用來自Glacier的HLS轉碼視頻提供服務。","(C) Elastic Transcoder將原始高分辨率MP4視頻轉碼為HLS,並存放於EBS磁碟區來託管視頻,並在幾天之後通過EBS快照增量備份原始文件,CloudFront以來自EC2的HLS轉碼視頻提供服務。","(D) 在EC2上運行的視頻轉碼管道,使用SQS分發任務,並通過Auto Scaling根據對列長度調整節點數,使用EBS磁碟區託管視頻,並在幾天之後通過EBS快照增量備份原始文件,CloudFront以來自EC2的HLS轉碼視頻提供服務。",cht,SAA,cht
"為了讓節點間低延遲連線,需要優化計算叢集的性能。您應使用以下哪個功能?",(A) EC2專用執行個體,(B) 放置群組,(C) 多個可用區,(D) VPC私有子網,cht,SAA,cht
"解決方案架構師正在設計VPC。私有子網內的執行個體必須能夠建立到Internet的IPv6流量。設計必須自動縮放,並且不會產生任何額外費用。
這可以通過以下哪種方式完成?",(A) 僅限出口的網路閘道,(B) NAT閘道,(C) 自定義NAT執行個體,(D) VPC端點,cht,SAA,cht
"您正在實施AWS Direct Connect。您打算通過AWS Direct Connect鏈接使用AWS公共服務端點(例如Amazon S3)。您希望其他Internet流量使用您現有的指向Internet服務提供商的鏈接。
配置AWS Direct Connect 以訪問諸如Amazon S3之類的服務的正確方法是什麼?","(A) 在您的AWS Direct Connect連結上配置專用介面,通過您的AWS Direct Connect連結配置指向Amazon S3的靜態路由,使用BGP將預設路由發佈到AWS。","(B) 在您的AWS Direct Connect連結上創建一個專用介面。 通過指向Amazon S3的AWS Direct連結設定靜態路由,在VPC中的網路設定特定路由。","(C) 在您的AWS Direct Connect連結上創建一個公共介面,將BGP路由重新分配到現有的路由基礎架構中,將網絡的特定路由發佈到AWS。","(D) 在您的AWS Direct Connect連結上創建一個專用介面。 將BGP路由重新分配到您現有的路由基礎架構中,並將預設路由發佈到AWS。",cht,SAA,cht
"您的應用程序在Amazon RDS MySQL執行個體中包含數千個圖片。這些圖片經常被訪問,並且圖片的數量正在迅速增長。您應該採取哪些措施來降低成本並提高應用程序性能?","(A) 在不同區域中創建兩個Amazon RDS My SQL只讀副本,然後將圖片遷移到跨區域只讀副本","(B) 將圖像遷移到Amazon Glacier,並允許最終用戶通過Amazon CloudFront訪問圖像","(C) 將圖像遷移到Amazon Elastic Block Store磁碟區,並允許最終用戶通過Amazon CloudFront訪問圖像","(D) 將圖像遷移到Amazon Simple Storage Service,並允許最終用戶通過Amazon CloudFront訪問圖像",cht,SAA,cht
